id,fighter_name,weight_pounds,date_of_birth,height_feet,height_inches
1928,Demian Maia,170.0,1977-11-06,6.0,1.0
1929,Aliev Makhmud,195.0,1970-02-13,5.0,6.0
1930,Islam Makhachev,155.0,1991-10-27,5.0,10.0
1931,Marvin Maldonado,135.0,,5.0,6.0
1932,Zach Makovsky,125.0,1983-04-19,5.0,4.0
1933,Jeremy Malaterre,155.0,1987-03-05,5.0,11.0
1934,Fabio Maldonado,205.0,1980-03-17,6.0,1.0
1935,Nazareno Malegarie,155.0,1986-05-16,5.0,8.0
1936,Carl Malenko,200.0,1970-01-25,5.0,11.0
1937,Bea Malecki,135.0,1991-08-23,5.0,9.0
1938,Jacob Malkoun,185.0,1995-08-26,5.0,9.0
1939,Nate Maness,135.0,1991-06-27,5.0,10.0
1940,Michael Mangan,155.0,,,
1941,Mike Malott,145.0,1991-11-07,6.0,0.0
1942,Troy Mandaloniz,170.0,1980-02-01,5.0,9.0
1943,Jon Manley,170.0,1986-07-07,6.0,1.0
1944,Melchor Manibusan,154.0,1976-12-27,5.0,5.0
1945,Gary Mangat,135.0,,5.0,7.0
1946,Melvin Manhoef,185.0,1976-05-11,5.0,9.0
1947,Chris Manuel,135.0,1987-07-21,5.0,9.0
1948,Steve Mann,170.0,,6.0,1.0
1949,Cristiano Marcello,155.0,1977-12-03,5.0,9.0
1950,Jimi Manuwa,205.0,1980-02-18,6.0,1.0
1951,Jose Maria,125.0,1982-01-04,5.0,5.0
1952,Enrique Marin,170.0,1986-09-02,5.0,10.0
1953,Marcos Mariano,155.0,1986-10-12,6.0,1.0
1954,Ronny Markes,185.0,1988-04-21,6.0,1.0
1955,Rory Markham,170.0,1982-03-25,6.0,0.0
1956,Christina Marks,125.0,1985-11-08,5.0,7.0
1957,Randa Markos,115.0,1985-08-10,5.0,4.0
1958,Nate Marquardt,185.0,1979-04-20,6.0,0.0
1959,Danilo Marques,205.0,1985-12-26,6.0,6.0
1960,Carmelo Marrero,205.0,1981-01-26,6.0,0.0
1961,Julian Marquez,185.0,1990-05-08,6.0,2.0
1962,Cesar Marscucci,,,,
1963,CJ Marsh,,,,
1964,John Marsh,265.0,1970-09-15,6.0,0.0
1965,Eliot Marshall,205.0,1980-07-07,6.0,2.0
1966,David Marshall,170.0,1984-08-24,6.0,2.0
1967,Jack Marshman,185.0,1989-12-19,6.0,0.0
1968,Doug Marshall,205.0,1975-09-09,5.0,10.0
1969,Terry Martin,185.0,1980-10-10,5.0,8.0
1970,Eric Martin,,,,
1971,Dave Martin,205.0,,6.0,0.0
1972,Justin Martin,185.0,,6.0,0.0
1973,Joe Martin,170.0,,5.0,9.0
1974,Michal Martinek,230.0,1990-04-19,6.0,2.0
1975,Mallory Martin,115.0,1994-01-29,5.0,4.0
1976,Rainy Martinez,199.0,,6.0,0.0
1977,Anthony Rocco Martin,170.0,1989-12-11,6.0,0.0
1978,Danny Martinez,125.0,1985-06-14,5.0,6.0
1979,Henry Martinez,155.0,1983-08-07,5.0,7.0
1980,Alonzo Martinez,155.0,1984-04-22,5.0,10.0
1981,Jonathan Martinez,135.0,1994-04-20,5.0,8.0
1982,Andrew Martinez,215.0,,5.0,9.0
1983,Victor Martinez,155.0,1991-07-17,5.0,10.0
1984,Roque Martinez,250.0,1986-03-04,5.0,10.0
1985,Mana Martinez,135.0,1996-03-25,5.0,10.0
1986,Poppies Martinez,145.0,1983-08-19,5.0,9.0
1987,Wagner da Conceicao Martins,390.0,1978-05-19,6.0,7.0
1988,Adriano Martins,155.0,1982-12-16,5.0,10.0
1989,Lucas Martins,145.0,1988-11-11,6.0,0.0
1990,Jameel Massouh,145.0,1984-09-12,5.0,10.0
1991,Mike Massenzio,185.0,1982-11-01,6.0,2.0
1992,Shoji Maruyama,139.0,1983-04-24,5.0,7.0
1993,Max Martyniouk,155.0,,,
1994,Bristol Marunde,170.0,1982-04-20,6.0,1.0
1995,Jorge Masvidal,170.0,1984-11-12,5.0,11.0
1996,Tiffany Masters,115.0,1994-07-31,5.0,3.0
1997,Tateki Matsuda,125.0,1986-02-27,5.0,7.0
1998,Naoki Matsushita,155.0,1976-03-31,5.0,6.0
1999,AJ Matthews,185.0,1988-01-23,5.0,11.0
2000,Koichiro Matsumoto,145.0,1986-03-07,5.0,7.0
2001,Daijiro Matsui,200.0,1972-12-05,5.0,9.0
2002,Jake Matthews,170.0,1994-08-19,5.0,11.0
2003,Claudio Mattos,185.0,,,
2004,Francesco Maturi,,,,
2005,John Matua,400.0,,6.0,2.0
2006,Miranda Maverick,125.0,1997-07-01,5.0,3.0
2007,Nick Maximov,220.0,1997-12-23,6.0,0.0
2008,Vladimir Matyushenko,205.0,1971-01-04,6.0,0.0
2009,Elaina Maxwell,145.0,1978-12-16,5.0,8.0
2010,Jeremy May,185.0,1986-10-23,6.0,1.0
2011,Al Matavao,205.0,1994-02-23,5.0,8.0
2012,Jack May,255.0,1981-04-14,6.0,8.0
2013,Don'Tale Mayes,260.0,1992-01-16,6.0,6.0
2014,Brooke Mayo,125.0,,5.0,7.0
2015,Gina Mazany,125.0,1988-08-19,5.0,6.0
2016,Gray Maynard,155.0,1979-05-09,5.0,9.0
2017,Scott McAfee,155.0,1983-08-23,5.0,8.0
2018,Sabina Mazo,135.0,1997-03-25,5.0,7.0
2019,Michael McBride,155.0,1986-03-09,6.0,1.0
2020,Bobby McAndrews,,,,
2021,Ian McCall,125.0,1984-05-07,5.0,5.0
2022,Molly McCann,125.0,1990-05-04,5.0,4.0
2023,Charles McCarthy,185.0,1980-08-06,5.0,10.0
2024,Sean McCorkle,265.0,1976-07-17,6.0,7.0
2025,Kris McCray,170.0,1981-09-24,6.0,0.0
2026,Tamdan McCrory,185.0,1986-11-05,6.0,4.0
2027,Justin McCully,225.0,1976-02-18,6.0,1.0
2028,Michael McDonald,135.0,1991-01-15,5.0,9.0
2029,Rob McCullough,155.0,1977-05-26,5.0,9.0
2030,Robert McDaniel,185.0,1983-05-03,6.0,3.0
2031,Scott McDonald,,,,
2032,Josh McDonald,185.0,,,
2033,Miles McDonald,115.0,1991-08-13,5.0,7.0
2034,Justin McElfresh,205.0,1980-01-04,6.0,6.0
2035,Drew McFedries,185.0,1978-07-27,6.0,0.0
2036,Liam McGeary,205.0,1982-10-04,6.0,6.0
2037,Gan McGee,265.0,1976-11-20,6.0,10.0
2038,Court McGee,170.0,1984-12-12,5.0,11.0
2039,Ryan McGillivray,170.0,1986-09-27,5.0,11.0
2040,Ryan McGivern,185.0,1980-01-17,6.0,0.0
2041,Conor McGregor,155.0,1988-07-14,5.0,9.0
2042,Jack McGlaughlin,,,,
2043,Greg McIntyre,155.0,1980-04-21,5.0,10.0
2044,AJ McKee,145.0,,5.0,10.0
2045,Antonio McKee,155.0,1970-03-12,5.0,8.0
2046,Rhys McKee,170.0,1995-09-10,6.0,2.0
2047,Tim McKenzie,185.0,1982-07-21,6.0,0.0
2048,Terrance McKinney,145.0,1994-09-15,5.0,11.0
2049,Cory McKenna,115.0,1999-11-07,5.0,3.0
2050,Cody McKenzie,155.0,1987-12-16,6.0,0.0
2051,Jason McLean,145.0,1977-06-03,5.0,5.0
2052,Brian McLaughlin,155.0,1984-05-12,5.0,9.0
2053,Garreth McLellan,185.0,1982-09-01,6.0,1.0
2054,Sara McMann,135.0,1980-09-24,5.0,6.0
2055,Charles McTorry,,,,
2056,Daniel McWilliams,185.0,1983-01-14,6.0,1.0
2057,James McSweeney,230.0,1980-10-24,6.0,4.0
2058,Tim Means,170.0,1984-02-20,6.0,2.0
2059,Kaline Medeiros,115.0,,5.0,3.0
2060,Anistavio Medeiros,145.0,1988-05-01,5.0,6.0
2061,Yancy Medeiros,155.0,1987-09-07,5.0,10.0
2062,Uros Medic,155.0,1993-04-25,6.0,1.0
2063,Jason Medina,180.0,,5.0,9.0
2064,Todd Medina,193.0,1970-04-30,5.0,10.0
2065,Emil Meek,170.0,1988-08-20,5.0,11.0
2066,Sanford Alton Meeks,265.0,1994-04-05,6.0,5.0
2067,Frank Megallon,185.0,,5.0,10.0
2068,Bryce Mejia,170.0,,6.0,1.0
2069,Gerald Meerschaert,185.0,1987-12-18,6.0,1.0
2070,Derrick Mehmen,205.0,1985-05-30,6.0,4.0
2071,Jordan Mein,170.0,1989-10-10,6.0,0.0
2072,Miika Mehmet,205.0,,,
2073,Brian Melancon,170.0,1982-05-28,5.0,8.0
2074,Brandon Melendez,155.0,1983-03-24,5.0,11.0
2075,Fabio Mello,155.0,1975-06-28,5.0,5.0
2076,Gilbert Melendez,145.0,1982-04-12,5.0,9.0
2077,Vanessa Melo,135.0,1988-03-27,5.0,5.0
2078,Marcelo Mello,170.0,,5.0,7.0
2079,Antonio Mendes,205.0,1981-04-19,6.0,3.0
2080,Augusto Mendes,135.0,1983-03-03,5.0,6.0
2081,Chad Mendes,145.0,1985-05-01,5.0,6.0
2082,Eddie Mendez,185.0,1984-01-16,5.0,10.0
2083,Luis Mendoza,155.0,,,
2084,Pietro Menga,125.0,1988-02-15,5.0,7.0
2085,Alonzo Menifield,205.0,1987-10-18,6.0,0.0
2086,Ivan Menjivar,145.0,1982-05-30,5.0,6.0
2087,Steve Mensing,185.0,1977-12-06,5.0,11.0
2088,Dave Menne,170.0,1974-07-29,5.0,10.0
2089,Adam Meredith,170.0,,6.0,2.0
2090,Buck Meredith,185.0,1982-05-17,6.0,2.0
2091,Joe Merritt,170.0,1984-03-07,6.0,0.0
2092,Jonathan Meunier,170.0,1987-08-04,6.0,3.0
2093,Jeremiah Metcalf,185.0,1981-07-09,6.0,1.0
2094,Brandon Michaels,185.0,1982-11-20,5.0,9.0
2095,Yaotzin Meza,145.0,1981-02-04,5.0,9.0
2096,Guy Mezger,200.0,1968-01-01,6.0,1.0
2097,David Michaud,155.0,1988-11-10,5.0,9.0
2098,Andreas Michailidis,185.0,1988-07-18,6.0,0.0
2099,Kristof Midoux,220.0,1974-07-30,6.0,1.0
2100,Keith Mielke,185.0,,5.0,8.0
2101,Zachary Micklewright,155.0,1976-08-21,6.0,0.0
2102,Chris Mierzwiak,185.0,1988-02-14,6.0,1.0
2103,Bojan Mihajlovic,205.0,1980-03-30,5.0,11.0
2104,Gabriel Miglioli,170.0,,5.0,8.0
2105,Billy Miles,170.0,1978-04-28,5.0,10.0
2106,Phillip Miller,185.0,1979-02-20,5.0,11.0
2107,Jason Miller,185.0,1980-12-24,6.0,1.0
2108,Dan Miller,185.0,1981-06-30,6.0,1.0
2109,Curtis Millender,170.0,1987-12-01,6.0,2.0
2110,Pat Miletich,170.0,1968-03-09,5.0,10.0
2111,Cole Miller,145.0,1984-04-26,6.0,1.0
2112,Chris Mickle,145.0,1983-07-10,5.0,9.0
2113,Jim Miller,155.0,1983-08-30,5.0,8.0
2114,Micah Miller,145.0,1987-02-14,6.0,0.0
2115,Aaron Miller,145.0,,5.0,9.0
2116,Henry Miller,270.0,1969-07-16,5.0,7.0
2117,Che Mills,170.0,1982-09-29,6.0,1.0
2118,Eddy Millis,185.0,1967-08-04,6.0,1.0
2119,Adam Milstead,205.0,1987-07-03,6.0,3.0
2120,Alberto Mina,170.0,1982-05-02,6.0,0.0
2121,Stipe Miocic,240.0,1982-08-19,6.0,4.0
2122,Vitaly Minakov,249.0,1985-02-06,6.0,2.0
2123,Darrick Minner,145.0,1990-04-28,5.0,7.0
2124,Mike Minniger,,,,
2125,Carlton Minus,170.0,1993-04-26,5.0,10.0
2126,Ikuhisa Minowa,181.0,1976-01-12,5.0,9.0
2127,Juan Miranda,155.0,,,
2128,Mario Miranda,185.0,1979-07-12,6.0,3.0
2129,Frank Mir,264.0,1979-05-24,6.0,3.0
2130,Damir Mirenic,185.0,1974-08-02,6.0,0.0
2131,Vitor Miranda,185.0,1979-03-10,6.0,1.0
2132,Toby Misech,145.0,1988-03-07,5.0,8.0
2133,Kazuo Misaki,183.0,1976-04-25,5.0,8.0
2134,Dokonjonosuke Mishima,155.0,1972-04-19,5.0,7.0
2135,Felix Lee Mitchell,,,,
2136,Danny Mitchell,170.0,1986-08-08,6.0,2.0
2137,Brad Mitchell,145.0,1974-10-10,5.0,11.0
2138,David Mitchell,170.0,1979-10-24,6.0,0.0
2139,Maurice Mitchell,145.0,1987-06-29,5.0,9.0
2140,Clay Mitchell,185.0,,6.0,2.0
2141,Bryce Mitchell,145.0,1994-10-04,5.0,10.0
2142,Roman Mitichyan,170.0,1978-09-04,5.0,10.0
2143,Eiji Mitsuoka,145.0,1976-01-01,5.0,7.0
2144,Jonathan  Mix,168.0,1980-11-09,6.0,0.0
2145,Matt Mitrione,265.0,1978-07-15,6.0,3.0
2146,Motoki Miyazawa,168.0,1985-04-23,5.0,11.0
2147,Hiromitsu Miura,170.0,1981-09-22,5.0,9.0
2148,Tomoya Miyashita,139.0,1981-07-20,5.0,7.0
2149,Kazuyuki Miyata,139.0,1976-01-29,5.0,8.0
2150,Takeya Mizugaki,135.0,1983-12-16,5.0,7.0
2151,Tatsuya Mizuno,205.0,1981-06-02,6.0,1.0
2152,Bobby Moffett,145.0,1990-06-01,5.0,10.0
2153,Roxanne Modafferi,125.0,1982-09-24,5.0,7.0
2154,Bronson Mohika,135.0,,,
2155,Thiago Moises,155.0,1995-03-23,5.0,9.0
2156,Nate Mohr,155.0,1983-03-03,5.0,9.0
2157,Renato Moicano,155.0,1989-05-21,5.0,11.0
2158,Ashkan Mokhtarian,125.0,1985-09-15,5.0,6.0
2159,Suman Mokhtarian,145.0,1992-06-13,5.0,8.0
2160,Rudyard Moncayo,195.0,1973-05-17,5.0,10.0
2161,Dan Molina,216.0,1984-06-14,5.0,10.0
2162,Jeff Molina,125.0,1997-07-17,5.0,6.0
2163,Jeff Monson,247.0,1971-01-18,5.0,9.0
2164,Hidetaka Monma,168.0,1973-10-23,6.0,0.0
2165,Darrell Montague,125.0,1987-11-03,5.0,6.0
2166,Andrew Montanez,185.0,,,
2167,Nicco Montano,135.0,1988-12-16,5.0,5.0
2168,Erick Montano,170.0,1985-11-19,6.0,0.0
2169,Alberto Montes,135.0,1994-05-31,5.0,7.0
2170,Augusto Montano,170.0,1984-10-25,6.0,1.0
2171,James Moontasri,170.0,1988-04-10,5.0,10.0
2172,Homer Moore,205.0,1971-11-27,5.0,10.0
2173,Steve Montgomery,185.0,1990-12-19,6.0,4.0
2174,Todd Moore,170.0,1983-12-30,5.0,9.0
2175,Nate Moore,170.0,1983-04-06,6.0,0.0
2176,Dustin Moore,125.0,,5.0,4.0
2177,Taylor Moore,135.0,1993-10-16,5.0,10.0
2178,Sergio Moraes,170.0,1982-07-23,6.0,0.0
2179,Ricardo Morais,270.0,1967-02-26,6.0,8.0
2180,Marlon Moraes,135.0,1988-04-26,5.0,6.0
2181,Sheymon Moraes,145.0,1990-10-11,5.0,8.0
2182,John Moraga,125.0,1984-03-20,5.0,6.0
2183,Leonardo Morales,135.0,1992-12-22,5.0,8.0
2184,Vince Morales,145.0,1990-11-12,5.0,7.0
2185,Joseph Morales,125.0,1994-08-22,5.0,6.0
2186,Albert Morales,135.0,1991-05-25,5.0,9.0
2187,Omar Morales,145.0,1985-10-17,5.0,11.0
2188,Joe Moreira,195.0,1961-07-03,5.0,11.0
2189,Christian Morecraft,260.0,1986-09-08,6.0,6.0
2190,Sarah Moras,135.0,1988-04-30,5.0,7.0
2191,Richardson Moreira,185.0,1984-03-31,6.0,2.0
2192,Gisele Moreira,135.0,1981-01-14,5.0,6.0
2193,Jesse Moreng,145.0,1979-11-09,5.0,7.0
2194,Vinicius Moreira,205.0,1989-02-28,6.0,4.0
2195,Brandon Moreno,125.0,1993-12-07,5.0,7.0
2196,Mike Moreno,185.0,,6.0,0.0
2197,Dan Moret,155.0,1986-11-21,6.0,0.0
2198,Sammy Morgan,170.0,1981-09-28,5.0,10.0
2199,Peggy Morgan,135.0,1979-12-16,6.0,1.0
2200,Alex Morono,170.0,1990-08-16,5.0,11.0
2201,Maryna Moroz,125.0,1991-09-08,5.0,7.0
2202,Sergey Morozov,135.0,1989-06-14,5.0,6.0
2203,Brad Morris,205.0,1979-11-01,6.0,2.0
2204,Scott Morris,210.0,,5.0,10.0
2205,Anthony Morrison,145.0,1984-03-29,5.0,7.0
2206,Jack Morrison,205.0,,5.0,11.0
2207,Harry Moskowitz,275.0,,6.0,5.0
2208,Nikolas Motta,155.0,1993-02-08,5.0,9.0
2209,Juan Mott,190.0,1965-12-07,6.0,0.0
2210,Flavio Luiz Moura,183.0,1976-01-26,5.0,11.0
2211,Kin Moy,135.0,,5.0,5.0
2212,Jamie Moyle,115.0,1989-03-17,5.0,1.0
2213,Gegard Mousasi,185.0,1985-08-01,6.0,2.0
2214,Su Mudaerji,125.0,1996-01-20,5.0,8.0
2215,Garrett Mueller,135.0,1989-01-29,5.0,9.0
2216,Lauren Mueller,125.0,1991-11-15,5.0,5.0
2217,Belal Muhammad,170.0,1988-07-09,5.0,11.0
2218,Fazlo Mulabitinovic,135.0,,,
2219,James Mulheron,243.0,1988-02-20,5.0,10.0
2220,Quinn Mulhern,155.0,1984-09-20,6.0,3.0
2221,Jamie Mullarkey,155.0,1994-08-17,6.0,0.0
2222,Jim Mullen,215.0,,6.0,1.0
2223,Pedro Munhoz,135.0,1986-09-07,5.0,6.0
2224,Andre Muniz,185.0,1990-02-17,6.0,1.0
2225,Alexander Munoz,155.0,1990-02-27,5.0,9.0
2226,Mark Munoz,185.0,1978-02-09,6.0,0.0
2227,Andy Murad,185.0,,5.0,9.0
2228,Johnny Munoz,145.0,1993-02-16,5.0,9.0
2229,Kazunari Murakami,220.0,1973-11-29,6.0,1.0
2230,Makhmud Muradov,185.0,1990-02-08,6.0,2.0
2231,Kanako Murata,115.0,1993-08-10,5.0,1.0
2232,Ryuichi Murata,183.0,1976-08-27,5.0,8.0
2233,Vince Murdock,145.0,1991-03-21,5.0,6.0
2234,Tom Murphy,227.0,1974-11-19,6.0,2.0
2235,Ian Murphy,185.0,1985-06-14,6.0,1.0
2236,Jon Murphy,260.0,1977-08-09,6.0,3.0
2237,Lauren Murphy,125.0,1983-07-27,5.0,5.0
2238,Patrick Murphy,170.0,,6.0,0.0
2239,Lerone Murphy,145.0,1991-07-22,5.0,9.0
2240,Lee Murray,185.0,1977-09-12,6.0,3.0
2241,Azamat Murzakanov,205.0,1989-04-12,5.0,11.0
2242,Khalid Murtazaliev,185.0,1993-07-15,6.0,0.0
2243,Nicholas Musoke,170.0,1986-04-05,6.0,0.0
2244,Andre Mussi,242.0,,6.0,3.0
2245,Max Mustaki,155.0,1987-11-07,6.0,0.0
2246,Magomed Mustafaev,155.0,1988-08-02,5.0,8.0
2247,Fiona Muxlow,145.0,1977-05-13,5.0,4.0
2248,Elvis Mutapcic,185.0,1986-07-19,6.0,0.0
2249,Ho Bae Myeon,168.0,1986-11-01,5.0,11.0
2250,Na Liang,115.0,1996-07-27,,
2251,Katsuhiko Nagata,154.0,1973-10-31,5.0,7.0
2252,Yuji Nagata,225.0,1968-04-24,6.0,0.0
2253,Logan Nail,185.0,1989-06-20,,
2254,Greg Nagy,210.0,1983-10-18,6.0,1.0
2255,Yukiya Naito,205.0,1977-02-28,6.0,1.0
2256,Muhammad Naimov,145.0,1994-08-07,5.0,9.0
2257,Andrews Nakahara,185.0,1983-03-12,6.0,1.0
2258,Rin Nakai,135.0,1986-10-22,5.0,1.0
2259,Keita Nakamura,170.0,1984-05-22,5.0,11.0
2260,Yusaku Nakamura,145.0,1986-06-21,5.0,5.0
2261,Kazuhiro Nakamura,205.0,1979-07-16,5.0,11.0
2262,Daisuke Nakamura,154.0,1980-06-10,5.0,7.0
2263,Yoshihiro Nakao,220.0,1972-06-25,6.0,0.0
2264,Tyson Nam,125.0,1983-10-06,5.0,7.0
2265,Jutaro Nakao,170.0,1970-11-30,5.0,9.0
2266,Yui Chul Nam,145.0,1981-07-16,5.0,9.0
2267,Roger Narvaez,185.0,1983-09-09,6.0,3.0
2268,Yasuhito Namekawa,205.0,1974-10-27,5.0,9.0
2269,Rose Namajunas,115.0,1992-06-29,5.0,5.0
2270,Nad Narimani,145.0,1987-04-14,5.0,8.0
2271,Allan Nascimento,125.0,1991-09-11,5.0,9.0
2272,Fabio Nascimento,185.0,1981-03-18,5.0,10.0
2273,Bobby Nash,170.0,1990-03-26,6.0,0.0
2274,Rodrigo Nascimento,246.0,1992-11-26,6.0,2.0
2275,Reza Nasri,205.0,,5.0,11.0
2276,Pawel Nastula,230.0,1970-06-26,6.0,0.0
2277,Rafael Natal,185.0,1982-12-25,6.0,0.0
2278,Kevin Natividad,145.0,1993-04-02,5.0,6.0
2279,Danny Navarro,155.0,1983-05-27,5.0,10.0
2280,Ismail Naurdiev,170.0,1996-08-18,5.0,10.0
2281,Marcio Navarro,155.0,1978-09-17,6.0,0.0
2282,Tafon Nchukwi,205.0,1994-10-14,6.0,0.0
2283,Josh Neal,185.0,,6.0,0.0
2284,Joe Neal,135.0,1986-07-29,5.0,6.0
2285,Dustin Neace,145.0,1986-09-12,5.0,9.0
2286,Geoff Neal,170.0,1990-08-28,5.0,11.0
2287,Nicolae Negumereanu,205.0,1994-09-04,6.0,0.0
2288,Stanislav Nedkov,205.0,1981-12-09,5.0,11.0
2289,Steve Nelmark,240.0,,6.0,0.0
2290,Josh Neer,170.0,1983-03-24,5.0,11.0
2291,Shane Nelson,155.0,1984-11-29,5.0,9.0
2292,Kyle Nelson,155.0,1991-04-20,5.0,11.0
2293,Gunnar Nelson,170.0,1988-07-28,5.0,11.0
2294,Roy Nelson,263.0,1976-06-20,6.0,0.0
2295,Lissette Neri,145.0,1987-08-05,5.0,2.0
2296,Julio Cesar Neves Jr.,145.0,1994-04-25,5.0,8.0
2297,Mario Neto,229.0,,6.0,0.0
2298,Antonio Braga Neto,185.0,1987-10-29,6.0,3.0
2299,Nick Newell,155.0,1986-03-17,5.0,10.0
2300,Journey Newson,135.0,1989-03-07,5.0,5.0
2301,Jeff Newton,205.0,1966-12-11,6.0,2.0
2302,Emanuel Newton,205.0,1984-01-02,6.0,1.0
2303,Francis Ngannou,250.0,1986-09-05,6.0,4.0
2304,Carlos Newton,170.0,1976-08-17,5.0,9.0
2305,Ben Nguyen,125.0,1988-08-03,5.0,5.0
2306,Alex Nicholson,185.0,1990-05-02,6.0,4.0
2307,Mike Nickels,205.0,1971-12-13,6.0,4.0
2308,Steven Nguyen,145.0,1993-05-19,5.0,11.0
2309,Matheus Nicolau,125.0,1993-01-06,5.0,6.0
2310,Jaimelene Nievera,125.0,1984-10-28,5.0,5.0
2311,Tom Niinimaki,145.0,1982-07-25,5.0,9.0
2312,Khomkrit Niimi,125.0,,5.0,2.0
2313,Ramsey Nijem,155.0,1988-04-01,5.0,11.0
2314,Hans Nijman,250.0,1959-10-23,6.0,0.0
2315,Jack Nilson,,,,
2316,Mats Nilsson,170.0,1983-12-05,6.0,1.0
2317,Guangyou Ning,145.0,1981-12-15,5.0,4.0
2318,Soichi Nishida,320.0,1967-03-02,5.0,11.0
2319,Yosuke Nishijima,205.0,1973-05-15,5.0,9.0
2320,Akiyo Nishiura,139.0,1983-08-08,5.0,8.0
2321,Chidi Njokuani,170.0,1988-12-31,6.0,3.0
2322,Kyle Noblitt,243.0,1989-12-26,6.0,2.0
2323,Anthony Njokuani,155.0,1980-03-01,6.0,1.0
2324,Derrick Noble,170.0,1978-08-14,5.0,9.0
2325,Jacob Noe,205.0,1980-07-29,,
2326,Pedro Nobre,135.0,1986-02-13,5.0,5.0
2327,Antonio Rodrigo Nogueira,240.0,1976-06-02,6.0,3.0
2328,Rogerio Nogueira,205.0,1976-06-02,6.0,2.0
2329,Alexandre Franca Nogueira,145.0,1978-01-15,5.0,7.0
2330,Talita Nogueira,145.0,1985-10-13,5.0,10.0
2331,Kyle Noke,170.0,1980-03-18,6.0,1.0
2332,KJ Noons,155.0,1982-12-07,5.0,10.0
2333,Sage Northcutt,170.0,1996-03-01,6.0,0.0
2334,Scott Norton,170.0,1973-03-15,5.0,10.0
2335,Jan Nortje,310.0,1975-04-11,6.0,1.0
2336,Jason Novelli,155.0,1979-06-08,6.0,0.0
2337,Amanda Nunes,145.0,1988-05-30,5.0,8.0
2338,Phillipe Nover,145.0,1984-02-03,5.0,9.0
2339,Diego Nunes,145.0,1982-11-30,5.0,6.0
2340,Josiane Nunes,135.0,1993-12-23,,
2341,Istela Nunes,115.0,1992-07-23,5.0,4.0
2342,Khabib Nurmagomedov,155.0,1988-09-20,5.0,10.0
2343,Nick Nolte,170.0,1981-03-04,6.0,0.0
2344,Said Nurmagomedov,135.0,1992-04-05,5.0,8.0
2345,Abubakar Nurmagomedov,170.0,1989-11-13,5.0,11.0
2346,Jonatas Novaes,170.0,1981-03-02,5.0,11.0
2347,Umar Nurmagomedov,135.0,1996-03-01,5.0,8.0
2348,Kennedy Nzechukwu,205.0,1992-06-13,6.0,5.0
2349,Jake O'Brien,205.0,1984-09-25,6.0,3.0
2350,TJ O'Brien,155.0,1987-01-01,6.0,2.0
2351,Sean O'Connell,205.0,1983-09-02,6.0,1.0
2352,Dan O'Connor,115.0,1982-11-17,5.0,4.0
2353,Sean O'Haire,270.0,1971-02-25,6.0,5.0
2354,Jeremiah O'Neal,260.0,1977-10-25,5.0,8.0
2355,Sean O'Malley,135.0,1994-10-24,5.0,11.0
2356,Chuck O'Neil,170.0,1985-09-22,6.0,2.0
2357,Casey O'Neill,125.0,1997-10-07,5.0,6.0
2358,Takahiro Oba,200.0,1976-08-14,5.0,8.0
2359,Brendan O'Reilly,170.0,1987-06-24,5.0,7.0
2360,Nobuhiro Obiya,145.0,1981-01-15,5.0,8.0
2361,Christian Ocon,135.0,1996-02-05,5.0,8.0
2362,Richard Odoms,265.0,1975-05-08,6.0,5.0
2363,Naoya Ogawa,255.0,1968-03-31,6.0,4.0
2364,Volkan Oezdemir,205.0,1989-09-19,6.0,2.0
2365,Koji Oishi,170.0,1977-05-31,5.0,8.0
2366,Michiyoshi Ohara,205.0,1967-11-15,5.0,10.0
2367,Andy Ogle,145.0,1989-02-16,5.0,8.0
2368,Takayuki Okada,290.0,1973-05-08,6.0,1.0
2369,Yushin Okami,170.0,1981-07-21,6.0,2.0
2370,JJ Okanovich,155.0,1990-11-04,5.0,11.0
2371,Kazuki Okubo,175.0,1979-06-30,5.0,11.0
2372,Masakatsu Okuda,,1976-01-16,,
2373,Michal Oleksiejczuk,205.0,1995-02-22,6.0,0.0
2374,Aleksei Oleinik,240.0,1977-06-20,6.0,2.0
2375,Rafaello Oliveira,155.0,1982-01-26,5.0,8.0
2376,Charles Oliveira,155.0,1989-10-17,5.0,10.0
2377,Ednaldo Oliveira,205.0,1984-02-19,6.0,5.0
2378,Jorge Oliveira,205.0,,6.0,1.0
2379,Bruno Oliveira,205.0,1984-05-02,6.0,4.0
2380,Wendell Oliveira Marques,170.0,1983-06-01,5.0,10.0
2381,Alex Oliveira,170.0,1988-02-21,5.0,11.0
2382,Andy Ologun,154.0,1983-06-12,6.0,0.0
2383,Felipe Olivieri,155.0,1985-04-12,5.0,9.0
2384,Dennis Olson,170.0,,6.0,0.0
2385,Shana Olsen,145.0,1980-12-17,5.0,7.0
2386,Casey Olson,145.0,,5.0,7.0
2387,Cameron Olson,205.0,1989-11-22,6.0,1.0
2388,Daniel Omielanczuk,247.0,1982-08-31,6.0,0.0
2389,Michihiro Omigawa,145.0,1975-12-19,5.0,6.0
2390,Alan Omer,145.0,1988-09-14,5.0,10.0
2391,Chibwikem Onyenegecha,185.0,1994-04-18,6.0,3.0
2392,Charlie Ontiveros,185.0,1991-07-04,6.0,2.0
2393,Sam Oropeza,170.0,1985-06-17,6.0,2.0
2394,Brian Ortega,145.0,1991-02-21,5.0,8.0
2395,Tito Ortiz,205.0,1975-01-23,6.0,3.0
